Recensement agricole 2020; ; ; ; ; ; ; 
Référentiel géographique : France  par Commune 2020; ; ; ; ; ; ; 
Code;Libellé;Nombre d’exploitations avec des vaches laitières, 2020;Nombre d’exploitations avec des vaches laitières, 2020 - estimation (*=oui);Nombre moyen de vaches nourrices par exploitation, 2020;Nombre moyen de vaches nourrices par exploitation, 2020 - estimation (*=oui);Nombre moyen de vaches laitières par exploitation, 2020;Nombre moyen de vaches laitières par exploitation, 2020 - estimation (*=oui);Nombre de vaches laitières, 2020;Nombre de vaches laitières, 2020 - estimation (*=oui);Nombre de vaches nourrices, 2020;Nombre de vaches nourrices, 2020 - estimation (*=oui);Nombre d’exploitations avec des vaches nourrices, 2020;Nombre d’exploitations avec des vaches nourrices, 2020 - estimation (*=oui)
01282;Outriaz;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
01283;Oyonnax;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
01284;Ozan;0;;26;;0;;0;;79;;3;
01285;Parcieux;0;;0;;0;;0;;0;;0;
01286;Parves et Nattages;3;;39;;52;;157;;116;;3;
01288;Péron;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01289;Péronnas;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01290;Pérouges;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
01291;Perrex;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01293;Peyriat;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01294;Peyrieu;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01295;Peyzieux-sur-Saône;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01296;Pirajoux;N/A - secret statistique;;34;;N/A - secret statistique;;N/A - secret statistique;;103;;3;
01297;Pizay;0;;0;;0;;0;;0;;0;
01298;Plagne;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01299;Le Plantay;3;;22;;46;;139;;152;;7;
01301;Polliat;3;;21;;60;;181;;63;;3;
01302;Pollieu;0;;0;;0;;0;;0;;0;
01303;Poncin;3;;6;;42;;126;;18;;3;
01304;Pont-d'Ain;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01305;Pont-de-Vaux;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01306;Pont-de-Veyle;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
01307;Port;0;;0;;0;;0;;0;;0;
01308;Pougny;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
01309;Pouillat;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
01310;Prémeyzel;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
01311;Prémillieu;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
01313;Prévessin-Moëns;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01314;Priay;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01317;Ramasse;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
01318;Rancé;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
01319;Relevant;N/A - secret statistique;;2;;N/A - secret statistique;;N/A - secret statistique;;9;;4;
01320;Replonges;0;;32;;0;;0;;127;;4;
01321;Revonnas;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01322;Reyrieux;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01323;Reyssouze;N/A - secret statistique;;58;;N/A - secret statistique;;N/A - secret statistique;;173;;3;
01325;Rignieux-le-Franc;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01328;Romans;7;;28;;67;;472;;113;;4;
01329;Rossillon;0;;0;;0;;0;;0;;0;
01330;Ruffieu;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
01331;Saint-Alban;3;;0;;47;;140;;0;;0;
01332;Saint-André-de-Bâgé;0;;0;;0;;0;;0;;0;
01333;Saint-André-de-Corcy;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
01334;Saint-André-d'Huiriat;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01335;Saint-André-le-Bouchoux;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01336;Saint-André-sur-Vieux-Jonc;10;;N/A - secret statistique;;83;;830;;N/A - secret statistique;;3;
01337;Saint-Bénigne;3;;64;;56;;167;;320;;5;
01338;Groslée-Saint-Benoit;0;;0;;0;;0;;0;;0;
01339;Saint-Bernard;0;;0;;0;;0;;0;;0;
01342;Sainte-Croix;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
01343;Saint-Cyr-sur-Menthon;6;;N/A - secret statistique;;94;;564;;N/A - secret statistique;;N/A - secret statistique;
01344;Saint-Denis-lès-Bourg;5;;56;;60;;300;;169;;3;
01345;Saint-Denis-en-Bugey;0;;0;;0;;0;;0;;0;
01346;Saint-Didier-d'Aussiat;4;;N/A - secret statistique;;44;;176;;N/A - secret statistique;;N/A - secret statistique;
01347;Saint-Didier-de-Formans;0;*;0;*;0;*;0;*;0;*;0;*
01348;Saint-Didier-sur-Chalaronne;4;;29;;73;;290;;87;;3;
01349;Saint-Éloi;0;;0;;0;;0;;0;;0;
01350;Saint-Étienne-du-Bois;10;;22;;44;;443;;134;;6;
01351;Saint-Étienne-sur-Chalaronne;5;;N/A - secret statistique;;43;;213;;N/A - secret statistique;;N/A - secret statistique;
01352;Saint-Étienne-sur-Reyssouze;N/A - secret statistique;;27;;N/A - secret statistique;;N/A - secret statistique;;109;;4;
01353;Sainte-Euphémie;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01354;Saint-Genis-Pouilly;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
01355;Saint-Genis-sur-Menthon;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01356;Saint-Georges-sur-Renon;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
01357;Saint-Germain-de-Joux;0;;0;;0;;0;;0;;0;
01358;Saint-Germain-les-Paroisses;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01359;Saint-Germain-sur-Renon;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01360;Saint-Jean-de-Gonville;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
01361;Saint-Jean-de-Niost;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
01362;Saint-Jean-de-Thurigneux;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01363;Saint-Jean-le-Vieux;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
01364;Saint-Jean-sur-Reyssouze;6;;32;;83;;495;;222;;7;
01365;Saint-Jean-sur-Veyle;4;;N/A - secret statistique;;40;;160;;N/A - secret statistique;;N/A - secret statistique;
01366;Sainte-Julie;0;;0;;0;;0;;0;;0;
01367;Saint-Julien-sur-Reyssouze;4;;N/A - secret statistique;;76;;305;;N/A - secret statistique;;N/A - secret statistique;
01368;Saint-Julien-sur-Veyle;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01369;Saint-Just;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01370;Saint-Laurent-sur-Saône;0;;0;;0;;0;;0;;0;
01371;Saint-Marcel;0;;0;;0;;0;;0;;0;
01372;Saint-Martin-de-Bavel;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01373;Saint-Martin-du-Frêne;3;;N/A - secret statistique;;78;;235;;N/A - secret statistique;;N/A - secret statistique;
01374;Saint-Martin-du-Mont;4;;23;;41;;162;;92;;4;
01375;Saint-Martin-le-Châtel;5;;28;;67;;337;;140;;5;
01376;Saint-Maurice-de-Beynost;0;;0;;0;;0;;0;;0;
01378;Saint-Maurice-de-Gourdans;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01379;Saint-Maurice-de-Rémens;0;;0;;0;;0;;0;;0;
01380;Saint-Nizier-le-Bouchoux;7;;47;;52;;361;;376;;8;
01381;Saint-Nizier-le-Désert;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01382;Sainte-Olive;N/A - secret statistique;;22;;N/A - secret statistique;;N/A - secret statistique;;65;;3;
01383;Saint-Paul-de-Varax;6;;26;;65;;388;;105;;4;
01384;Saint-Rambert-en-Bugey;N/A - secret statistique;;24;;N/A - secret statistique;;N/A - secret statistique;;97;;4;
01385;Saint-Rémy;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01386;Saint-Sorlin-en-Bugey;0;;0;;0;;0;;0;;0;
01387;Saint-Sulpice;0;;0;;0;;0;;0;;0;
01388;Saint-Trivier-de-Courtes;8;;27;;82;;652;;134;;5;
01389;Saint-Trivier-sur-Moignans;10;;36;;57;;571;;144;;4;
01390;Saint-Vulbas;0;;0;;0;;0;;0;;0;
01391;Salavre;0;;0;;0;;0;;0;;0;
01392;Samognat;0;;0;;0;;0;;0;;0;
01393;Sandrans;N/A - secret statistique;;54;;N/A - secret statistique;;N/A - secret statistique;;214;;4;
01396;Sault-Brénaz;0;;0;;0;;0;;0;;0;
01397;Sauverny;0;;0;;0;;0;;0;;0;
01398;Savigneux;N/A - secret statistique;;21;;N/A - secret statistique;;N/A - secret statistique;;83;;4;
01399;Ségny;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
01400;Seillonnaz;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
01401;Sergy;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
01402;Sermoyer;3;;98;;149;;448;;293;;3;
01403;Serrières-de-Briord;0;;0;;0;;0;;0;;0;
01404;Serrières-sur-Ain;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
01405;Servas;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
01406;Servignat;0;;82;;0;;0;;247;;3;
01407;Seyssel;0;;0;;0;;0;;0;;0;
01408;Simandre-sur-Suran;4;;0;;62;;248;;0;;0;
01410;Sonthonnax-la-Montagne;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01411;Souclin;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
01412;Sulignat;5;;32;;70;;352;;95;;3;
01415;Talissieu;0;;0;;0;;0;;0;;0;
01416;Tenay;0;;0;;0;;0;;0;;0;
01418;Thil;0;;0;;0;;0;;0;;0;
01419;Thoiry;6;;31;;37;;220;;123;;4;
01420;Thoissey;0;;0;;0;;0;;0;;0;
01421;Torcieu;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
01422;Tossiat;N/A - secret statistique;;30;;N/A - secret statistique;;N/A - secret statistique;;118;;4;
01423;Toussieux;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
01424;Tramoyes;0;;0;;0;;0;;0;;0;
01425;La Tranclière;3;;0;;65;;196;;0;;0;
01426;Val-Revermont;4;;47;;58;;233;;141;;3;
01427;Trévoux;0;;0;;0;;0;;0;;0;
01428;Valeins;3;;0;;45;;136;;0;;0;
01429;Vandeins;N/A - secret statistique;;60;;N/A - secret statistique;;N/A - secret statistique;;181;;3;
01430;Varambon;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
01431;Vaux-en-Bugey;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
01432;Verjon;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
01433;Vernoux;N/A - secret statistique;;61;;N/A - secret statistique;;N/A - secret statistique;;183;;3;
01434;Versailleux;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01435;Versonnex;0;;0;;0;;0;;0;;0;
01436;Vesancy;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01437;Vescours;N/A - secret statistique;;55;;N/A - secret statistique;;N/A - secret statistique;;332;;6;
01439;Vésines;0;;0;;0;;0;;0;;0;
01441;Vieu-d'Izenave;3;;N/A - secret statistique;;76;;229;;N/A - secret statistique;;N/A - secret statistique;
01443;Villars-les-Dombes;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01444;Villebois;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
01445;Villemotier;5;;30;;80;;399;;90;;3;
01446;Villeneuve;6;;N/A - secret statistique;;69;;414;;N/A - secret statistique;;N/A - secret statistique;
01447;Villereversure;5;;29;;80;;398;;87;;3;
01448;Villes;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
01449;Villette-sur-Ain;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
01450;Villieu-Loyes-Mollon;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
01451;Viriat;8;;36;;40;;322;;325;;9;
01452;Virieu-le-Grand;0;;0;;0;;0;;0;;0;
01453;Arvière-en-Valromey;4;;30;;44;;177;;91;;3;
01454;Virignin;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
01456;Vongnes;0;;0;;0;;0;;0;;0;
01457;Vonnas;N/A - secret statistique;;17;;N/A - secret statistique;;N/A - secret statistique;;50;;3;
02001;Abbécourt;0;;32;;0;;0;;96;;3;
02002;Achery;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
02003;Acy;0;;0;;0;;0;;0;;0;
02004;Agnicourt-et-Séchelles;N/A - secret statistique;;14;;N/A - secret statistique;;N/A - secret statistique;;56;;4;
02005;Aguilcourt;0;;0;;0;;0;;0;;0;
02006;Aisonville-et-Bernoville;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
02007;Aizelles;0;;0;;0;;0;;0;;0;
02008;Aizy-Jouy;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
02009;Alaincourt;0;;0;;0;;0;;0;;0;
02010;Allemant;0;;0;;0;;0;;0;;0;
02011;Ambleny;0;;0;;0;;0;;0;;0;
02012;Ambrief;0;;0;;0;;0;;0;;0;
02013;Amifontaine;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
02014;Amigny-Rouy;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
02015;Ancienville;0;;0;;0;;0;;0;;0;
02016;Andelain;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
02017;Anguilcourt-le-Sart;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
02018;Anizy-le-Grand;0;;45;;0;;0;;179;;4;
02019;Annois;0;;0;;0;;0;;0;;0;
02020;Any-Martin-Rieux;5;;55;;38;;189;;277;;5;
02021;Archon;N/A - secret statistique;;25;;N/A - secret statistique;;N/A - secret statistique;;75;;3;
02022;Arcy-Sainte-Restitue;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
02023;Armentières-sur-Ourcq;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
02024;Arrancy;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
02025;Artemps;0;;0;;0;;0;;0;;0;
02027;Assis-sur-Serre;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
02028;Athies-sous-Laon;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
02029;Attilly;0;;0;;0;;0;;0;;0;
02030;Aubencheul-aux-Bois;0;;0;;0;;0;;0;;0;
02031;Aubenton;6;;26;;41;;248;;154;;6;
02032;Aubigny-aux-Kaisnes;0;;0;;0;;0;;0;;0;
02033;Aubigny-en-Laonnois;0;;0;;0;;0;;0;;0;
02034;Audignicourt;0;;0;;0;;0;;0;;0;
02035;Audigny;0;;0;;0;;0;;0;;0;
02036;Augy;0;;0;;0;;0;;0;;0;
02037;Aulnois-sous-Laon;0;;0;;0;;0;;0;;0;
02038;Les Autels;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
02039;Autremencourt;0;;0;;0;;0;;0;;0;
02040;Autreppes;5;;N/A - secret statistique;;114;;569;;N/A - secret statistique;;N/A - secret statistique;
02041;Autreville;0;;0;;0;;0;;0;;0;
02042;Azy-sur-Marne;0;;0;;0;;0;;0;;0;
02043;Bagneux;0;;0;;0;;0;;0;;0;
02044;Bancigny;N/A - secret statistique;;34;;N/A - secret statistique;;N/A - secret statistique;;135;;4;
02046;Barenton-Bugny;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
02047;Barenton-Cel;0;;0;;0;;0;;0;;0;
02048;Barenton-sur-Serre;0;;0;;0;;0;;0;;0;
02049;Barisis-aux-Bois;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
02050;Barzy-en-Thiérache;3;;24;;57;;170;;73;;3;
02051;Barzy-sur-Marne;0;;0;;0;;0;;0;;0;
02052;Bassoles-Aulers;0;;0;;0;;0;;0;;0;
02053;Vallées en Champagne;3;;47;;77;;231;;234;;5;
02054;Bazoches-sur-Vesles;0;;0;;0;;0;;0;;0;
02055;Beaumé;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
02056;Beaumont-en-Beine;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
02057;Beaurevoir;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
02058;Beaurieux;0;;0;;0;;0;;0;;0;
02059;Beautor;0;;0;;0;;0;;0;;0;
02060;Beauvois-en-Vermandois;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
02061;Becquigny;N/A - secret statistique;;0;;N/A - secret statistique;;N/A - secret statistique;;0;;0;
02062;Belleau;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
02063;Bellenglise;0;;0;;0;;0;;0;;0;
02064;Belleu;0;;0;;0;;0;;0;;0;
02065;Bellicourt;0;;0;;0;;0;;0;;0;
02066;Benay;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
02067;Bergues-sur-Sambre;5;;N/A - secret statistique;;86;;432;;N/A - secret statistique;;N/A - secret statistique;
02068;Berlancourt;0;;0;;0;;0;;0;;0;
02069;Berlise;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
02070;Bernot;3;;85;;62;;186;;423;;5;
02071;Berny-Rivière;0;;0;;0;;0;;0;;0;
02072;Berrieux;0;;0;;0;;0;;0;;0;
02073;Berry-au-Bac;0;;0;;0;;0;;0;;0;
02074;Bertaucourt-Epourdon;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
02075;Berthenicourt;0;;0;;0;;0;;0;;0;
02076;Bertricourt;0;;0;;0;;0;;0;;0;
02077;Berzy-le-Sec;0;;0;;0;;0;;0;;0;
02078;Besmé;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
02079;Besmont;N/A - secret statistique;;62;;N/A - secret statistique;;N/A - secret statistique;;435;;7;
02080;Besny-et-Loizy;0;;0;;0;;0;;0;;0;
02081;Béthancourt-en-Vaux;0;;0;;0;;0;;0;;0;
02082;Beugneux;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
02083;Beuvardes;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
02084;Bézu-le-Guéry;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
02085;Bézu-Saint-Germain;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
02086;Bichancourt;3;;N/A - secret statistique;;29;;88;;N/A - secret statistique;;3;
02087;Bieuxy;0;;0;;0;;0;;0;;0;
02088;Bièvres;0;;0;;0;;0;;0;;0;
02089;Billy-sur-Aisne;0;;0;;0;;0;;0;;0;
02090;Billy-sur-Ourcq;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
02091;Blanzy-lès-Fismes;0;;0;;0;;0;;0;;0;
02093;Blérancourt;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
02094;Blesmes;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
02095;Bohain-en-Vermandois;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;;N/A - secret statistique;
02096;Bois-lès-Pargny;0;;0;;0;;0;;0;;0;
02097;Boncourt;0;;0;;0;;0;;0;;0;
02098;Bonneil;0;;0;;0;;0;;0;;0;
02099;Bonnesvalyn;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
02100;Bony;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
02101;Bosmont-sur-Serre;0;;N/A - secret statistique;;0;;0;;N/A - secret statistique;;N/A - secret statistique;
